https://en.wikipedia.org/wiki/Cat
/home/class/Documents/EE379K-Lab1/ffx/0/0.pcap,55634,4312.11
/home/class/Documents/EE379K-Lab1/ffx/0/1.pcap,55158,4227.96
/home/class/Documents/EE379K-Lab1/ffx/0/2.pcap,55350,4292.63
/home/class/Documents/EE379K-Lab1/ffx/0/3.pcap,54618,4199.35
/home/class/Documents/EE379K-Lab1/ffx/0/4.pcap,54917,4278.14
/home/class/Documents/EE379K-Lab1/ffx/0/5.pcap,54630,4275.32
/home/class/Documents/EE379K-Lab1/ffx/0/6.pcap,54397,4252.59
/home/class/Documents/EE379K-Lab1/ffx/0/7.pcap,54413,4238.75
/home/class/Documents/EE379K-Lab1/ffx/0/8.pcap,54692,4316.15
/home/class/Documents/EE379K-Lab1/ffx/0/9.pcap,54112,4241.31
AVGVALS                                       ,54792.1,4263.431

https://en.wikipedia.org/wiki/Dog
/home/class/Documents/EE379K-Lab1/ffx/1/0.pcap,54827,4339.92
/home/class/Documents/EE379K-Lab1/ffx/1/1.pcap,54379,4293.81
/home/class/Documents/EE379K-Lab1/ffx/1/2.pcap,54296,4287.98
/home/class/Documents/EE379K-Lab1/ffx/1/3.pcap,54308,4301.65
/home/class/Documents/EE379K-Lab1/ffx/1/4.pcap,54328,4282.24
/home/class/Documents/EE379K-Lab1/ffx/1/5.pcap,54179,4249.04
/home/class/Documents/EE379K-Lab1/ffx/1/6.pcap,54802,4388.11
/home/class/Documents/EE379K-Lab1/ffx/1/7.pcap,54612,4333.29
/home/class/Documents/EE379K-Lab1/ffx/1/8.pcap,54768,4380.09
/home/class/Documents/EE379K-Lab1/ffx/1/9.pcap,53824,4280.61
AVGVALS                                       ,54502.3,4313.474

https://en.wikipedia.org/wiki/Egress_filtering
/home/class/Documents/EE379K-Lab1/ffx/2/0.pcap,54525,4408.48
/home/class/Documents/EE379K-Lab1/ffx/2/1.pcap,54243,4340.13
/home/class/Documents/EE379K-Lab1/ffx/2/2.pcap,54005,4336.87
/home/class/Documents/EE379K-Lab1/ffx/2/3.pcap,53944,4334.34
/home/class/Documents/EE379K-Lab1/ffx/2/4.pcap,54268,4352.99
/home/class/Documents/EE379K-Lab1/ffx/2/5.pcap,54154,4351.25
/home/class/Documents/EE379K-Lab1/ffx/2/6.pcap,53795,4322.40
/home/class/Documents/EE379K-Lab1/ffx/2/7.pcap,54024,4362.03
