https://en.wikipedia.org/wiki/Cat
/home/class/Documents/EE379K-Lab1/ffx/0/0.pcap,53607,994.53
/home/class/Documents/EE379K-Lab1/ffx/0/1.pcap,52585,1000.60
/home/class/Documents/EE379K-Lab1/ffx/0/2.pcap,52287,997.21
/home/class/Documents/EE379K-Lab1/ffx/0/3.pcap,52266,997.49
/home/class/Documents/EE379K-Lab1/ffx/0/4.pcap,52254,997.64
/home/class/Documents/EE379K-Lab1/ffx/0/5.pcap,52222,998.08
/home/class/Documents/EE379K-Lab1/ffx/0/6.pcap,52161,998.89
/home/class/Documents/EE379K-Lab1/ffx/0/7.pcap,52147,999.07
/home/class/Documents/EE379K-Lab1/ffx/0/8.pcap,52133,999.24
/home/class/Documents/EE379K-Lab1/ffx/0/9.pcap,52104,999.66
AVGVALS                                       ,52376.6,998.241

https://en.wikipedia.org/wiki/Dog
/home/class/Documents/EE379K-Lab1/ffx/1/0.pcap,52084,999.94
/home/class/Documents/EE379K-Lab1/ffx/1/1.pcap,51290,987.19
/home/class/Documents/EE379K-Lab1/ffx/1/2.pcap,51226,988.08
/home/class/Documents/EE379K-Lab1/ffx/1/3.pcap,51088,989.28
/home/class/Documents/EE379K-Lab1/ffx/1/4.pcap,51067,989.59
/home/class/Documents/EE379K-Lab1/ffx/1/5.pcap,50942,991.24
/home/class/Documents/EE379K-Lab1/ffx/1/6.pcap,50915,991.61
/home/class/Documents/EE379K-Lab1/ffx/1/7.pcap,50875,992.22
/home/class/Documents/EE379K-Lab1/ffx/1/8.pcap,50860,992.43
/home/class/Documents/EE379K-Lab1/ffx/1/9.pcap,50830,992.86
AVGVALS                                       ,51117.7,991.444

https://en.wikipedia.org/wiki/Egress_filtering
/home/class/Documents/EE379K-Lab1/ffx/2/0.pcap,50746,993.15
/home/class/Documents/EE379K-Lab1/ffx/2/1.pcap,50667,993.75
/home/class/Documents/EE379K-Lab1/ffx/2/2.pcap,50577,993.84
/home/class/Documents/EE379K-Lab1/ffx/2/3.pcap,50531,994.10
/home/class/Documents/EE379K-Lab1/ffx/2/4.pcap,50498,994.57
/home/class/Documents/EE379K-Lab1/ffx/2/5.pcap,50433,995.29
/home/class/Documents/EE379K-Lab1/ffx/2/6.pcap,50411,995.60
/home/class/Documents/EE379K-Lab1/ffx/2/7.pcap,50397,995.78
